"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"CHRYSOVALINA YACHTS LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","191914701001","803201352","exantas.com.gr"
"CLEAN WATER NAVIGATION LTD. BRANCH OFFICE OF FOREIGN COMPANY","A","verified-no-site","marinia@laskfo.com","2112345907","ΚΗΦΙΣΙΑΣ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","177554301001","996519935","laskfo.com"
"Clelia III Limited ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","welcome@amaltheia-consulting.gr","0035622484000","ΑΜΑΡΟΥΣΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","184194301001","802864082","amaltheia-consulting.gr"
"CO -YACHT CRUISES ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ","A","verified-no-site","info@co-yacht.com","6957500094","ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΕΠΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","155484807000","801376341","co-yacht.com"
"COAST DEVELOPMENT Ι.Κ.Ε.","A","verified-no-site","baritaki@taxhorizon.gr","2810311467","ΗΡΑΚΛΕΙΟΥ / ΗΡΑΚΛΕΙΟΥ","ΗΡΑΚΛΕΙΟΥ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","176567627000","802449636","taxhorizon.gr"
"COLEVENTO LTD","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","171615601001","996570323","exantas.com.gr"
"CORAL MARINE LIMITED","A","verified-no-site","info@exantas.com.gr","2109484120","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","146129507001","996928699","exantas.com.gr"
"CROISIAIR ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","verified-no-site","daniel@croisiair-med.com","6949723827","ΜΑΛΕΒΙΖΙΟΥ / ΗΡΑΚΛΕΙΟΥ","ΗΡΑΚΛΕΙΟΥ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","159296627000","801568930","croisiair-med.com"
"CZARTER AGATA ΙΚΕ","A","verified-no-site","accounting@amangosike.com","6974711117","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","146989601000","801014919","amangosike.com"
"DANUBIA HOLDING ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","","Υποκατάστημα Αλλοδαπής","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","183681001001","802837448","exantas.com.gr"
"DK YACHTING ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","verified-no-site","acc@uplink.com.gr","2109838760","ΑΛΙΜΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","157581403000","801473792","uplink.com.gr"
"DON'T WORRY YACHTING LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","184666301001","802887962","exantas.com.gr"
"DRAGOMAR Ι.Κ.Ε.","A","verified-no-site","info@exantas.com.gr","2109484120","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","167212007000","801966771","exantas.com.gr"
"DRONOSA LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","accounting@tanestis.com","2107292338","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","170503801001","996569650","tanestis.com"
"E-CHARTER Ι.Κ.Ε.","A","verified-no-site","management@e-charter.gr","2130123172","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","167369903000","801973610","e-charter.gr"
"EDEN CHARTERS ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","177895201000","802518947","exantas.com.gr"
"ELEPHANT MARINE LIMITED BRANCH OFFICE OF FOREIGN COMPANY","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","171102601001","996448169","exantas.com.gr"
"ELEVEN YACHTING LIMITED","A","verified-no-site","lzabetaki@goldenunion.gr","2104061000","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","139972607001","997061065","goldenunion.gr"
"Elia sailcamp Ι.Κ.Ε.","A","verified-no-site","info@myioniangroup.com","6944823226","ΜΕΓΑΝΗΣΙΟΥ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","194107443000","803300090","myioniangroup.com"
"ELOYA MARIS ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","verified-no-site","welcome@amaltheia.com","2108947049","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","192289801000","803215682","amaltheia.com"
"ENRIMA LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΉΣ","A","verified-no-site","fpappa@chiotispartners.com","2105203400","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","160786207001","996738185","chiotispartners.com"
"EOS Yachts Ε.Ε.","A","verified-no-site","info@eosyachts.gr","6970476270","ΧΕΡΣΟΝΗΣΟΥ / ΗΡΑΚΛΕΙΟΥ","ΗΡΑΚΛΕΙΟΥ","ΕΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","181981127000","802745136","eosyachts.gr"
"EPIC SAILING YACHT ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","dimitra@exantas.com.gr","+3562109484120","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","","Υποκατάστημα Αλλοδαπής","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","186735607001","802983083","exantas.com.gr"
"ETHICAL ODE ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","verified-no-site","info@vdk.gr","2108080653","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","167755103000","801992555","vdk.gr"
"EUROSTAR MARITIME LIMITED","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΣΠΡΟΠΥΡΓΟΥ / ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","145158707001","996999336","exantas.com.gr"
"FAMILY MARINE LIMITED","A","verified-no-site","info@exantas.com.gr","2109484120","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","138772407001","997060070","exantas.com.gr"
"FATSA YACHT LTD","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","157467001001","996795850","exantas.com.gr"
"FIRST PRIME MARITIME CO. LTD","A","verified-no-site","private@jlmg.gr","2109413777","ΚΑΛΛΙΘΕΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","140904301001","997061587","jlmg.gr"
"FLE MARINE HELLAS","A","verified-no-site","central@cors.gr","6944917346","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","159063603001","996737072","cors.gr"
"FURLONG HOLDING LTD ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109484120","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","166207707001","996654334","exantas.com.gr"
"GALENE YACHTING Ι.Κ.Ε.","A","verified-no-site","welcome@amaltheia-consulting.gr","2108947049","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","191422507000","803178934","amaltheia-consulting.gr"
"Gazelle Del Mare Ι.Κ.Ε.","A","verified-no-site","info@exantas.com.gr","2109484120","ΜΗΛΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΙΚΕ","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","171142038000","802158790","exantas.com.gr"
"GDSEA Ι.Κ.Ε.","A","verified-no-site","info@bookkeeper.gr","2102617454","ΚΟΖΑΝΗΣ / ΚΟΖΑΝΗΣ","ΚΟΖΑΝΗΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","162007236000","801713571","bookkeeper.gr"
"GFA MARINE ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","verified-no-site","accounting@amangosike.com","6944326407","ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","185171701000","802912416","amangosike.com"
"GHOST EUROPE LTD","A","verified-no-site","""Triadis Anestis"" <accounting@tanestis.com>","2107292338","ΚΑΛΛΙΘΕΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","164275601001","996653233","tanestis.com>"
"GOLDGRACE LIMITED","A","verified-no-site","info@exantas.com.gr","2109484120","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2015","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","137594401001","997121644","exantas.com.gr"
"GPS GLOBAL PRIME SERVICES AG ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109483300","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","185569801001","996577268","exantas.com.gr"
"GRACESTAR LIMITED","A","verified-no-site","gracestar@shiplimited.com","2108985080","ΓΛΥΦΑΔΑΣ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2017","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","144541901001","996998708","shiplimited.com"
"GRAY MARITIME GREEK BRANCH","A","verified-no-site","giota@mythos-sailling.gr","2221020657","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2023","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","170573707001","996569871","mythos-sailling.gr"
"GREAT BARRIER SHIPPING LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","spar@nanko.gr","2106785005","ΧΑΛΑΝΔΡΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","163882001001","996652979","nanko.gr"
"GREEN TRANQUILITY LIMITED ΕΛΛΗΝΙΚΟ ΥΠΟΚΑΤΑΣΤΗΜΑ","A","verified-no-site","stratos@alfsigm.gr","2106561001","ΠΑΠΑΓΟΥ - ΧΟΛΑΡΓΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","164490901001","996647484","alfsigm.gr"
"GST MATATA HAKUNA YACHTS LIMITED ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","verified-no-site","info@exantas.com.gr","2109484120","ΑΘΗΝΑΙΩΝ / ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","161901501001","996738867","exantas.com.gr"
"HAGIVA LTD GREEK BRANCH","A","verified-no-site","meropi@seagreece.co","2108947049","ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ / ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","Υποκατάστημα Αλλοδαπής","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","176460001001","996518871","seagreece.co"
"IMERI MARITIME ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","verified-no-site","management@imerimaritime.gr","2144101085","ΑΜΑΡΟΥΣΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","182638501000","802780624","imerimaritime.gr"
